id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,quality_grade,license,url,image_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_country_name,species_guess,scientific_name,common_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name
317683919,702c9e84-6c7e-45a0-8d4b-da562eeab1c4,2025/09/30 09:25,2025-09-30,2025-09-30 01:25:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/317683919,https://inaturalist-open-data.s3.amazonaws.com/photos/574077404/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,63,,,,63,,,false,,,,Hualien,Taiwan,Araneae,Araneae,蜘蛛目,47118,,,
318145914,1f94b7ad-8e17-4ccf-83a8-cad75eba8002,2025/10/01 11:10,2025-10-01,2025-10-01 03:10:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145914,https://inaturalist-open-data.s3.amazonaws.com/photos/574960489/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Myrmarachne elongata,Myrmarachne elongata,長腹蟻蛛,360732,Salticidae,Myrmarachne,Myrmarachne elongata
318145915,665c51ce-8829-4ab1-be49-7661239cd37e,2025/10/01 11:12,2025-10-01,2025-10-01 03:12:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145915,https://inaturalist-open-data.s3.amazonaws.com/photos/574960683/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Gedea,Gedea,,420371,Salticidae,Gedea,
318145926,45836968-7ecf-4595-8262-58447902ed8b,2025/10/01 11:32,2025-10-01,2025-10-01 03:32:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145926,https://inaturalist-open-data.s3.amazonaws.com/photos/574960752/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Hersilia,Hersilia,長紡蛛屬,179670,Hersiliidae,Hersilia,
318145937,454c336e-ab75-430b-adf8-5fa61cb214ee,2025/10/01 08:34,2025-10-01,2025-10-01 00:34:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145937,https://inaturalist-open-data.s3.amazonaws.com/photos/574960895/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Menemerus bivittatus,Menemerus bivittatus,雙帶扁蠅虎,68062,Salticidae,Menemerus,Menemerus bivittatus
318145941,a53fb379-30b8-443d-bef6-76660e27d05a,2025/10/01 08:39,2025-10-01,2025-10-01 00:39:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145941,https://inaturalist-open-data.s3.amazonaws.com/photos/574960954/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Salticinae,Salticinae,跳蛛亞科,606933,Salticidae,,
318145949,216b1061-101d-4073-a2dd-e35e8abd205f,2025/10/01 08:47,2025-10-01,2025-10-01 00:47:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145949,https://inaturalist-open-data.s3.amazonaws.com/photos/574961064/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Gasteracantha sauteri,Gasteracantha sauteri,梭德氏棘蛛,503706,Araneidae,Gasteracantha,Gasteracantha sauteri
318145953,54e07375-830b-431c-bf96-df8c8a10f6a5,2025/10/01 08:53,2025-10-01,2025-10-01 00:53:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145953,https://inaturalist-open-data.s3.amazonaws.com/photos/574961090/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
318145958,ea5f9c62-b3db-4548-b5c8-93e62019c382,2025/10/01 08:55,2025-10-01,2025-10-01 00:55:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145958,https://inaturalist-open-data.s3.amazonaws.com/photos/574961106/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Menemerus bivittatus,Menemerus bivittatus,雙帶扁蠅虎,68062,Salticidae,Menemerus,Menemerus bivittatus
318145959,7e9b3253-6258-4d7e-8fc8-fdb5c08da095,2025/10/01 08:56,2025-10-01,2025-10-01 00:56:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145959,https://inaturalist-open-data.s3.amazonaws.com/photos/574961134/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Siler cupreus,Siler cupreus,藍翠蛛,358360,Salticidae,Siler,Siler cupreus
318145960,afdee0e8-fb1f-443d-ad9f-44ff54dc3e76,2025/10/01 08:57,2025-10-01,2025-10-01 00:57:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145960,https://inaturalist-open-data.s3.amazonaws.com/photos/574961152/medium.jpg,"",,1,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,耙蟹蛛屬,Strigoplus,耙蟹蛛屬,420886,Thomisidae,Strigoplus,
318145965,7f6d566e-2d01-4117-8cca-059e7560f31c,2025/10/01 09:02,2025-10-01,2025-10-01 01:02:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145965,https://inaturalist-open-data.s3.amazonaws.com/photos/574961194/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,open,false,,,,Hualien,Taiwan,Nephila pilipes,Nephila pilipes,人面蜘蛛,68390,Nephilidae,Nephila,Nephila pilipes
318145968,c3765069-cdcb-4e19-8747-070d90bcef7c,2025/10/01 09:06,2025-10-01,2025-10-01 01:06:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145968,https://inaturalist-open-data.s3.amazonaws.com/photos/574961249/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Carrhotus xanthogramma,Carrhotus xanthogramma,橙黃蠅虎,343255,Salticidae,Carrhotus,Carrhotus xanthogramma
318145971,0069d139-012d-406e-855d-25d1be79ebd5,2025/10/01 09:10,2025-10-01,2025-10-01 01:10:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145971,https://inaturalist-open-data.s3.amazonaws.com/photos/574961303/medium.jpg,"",,1,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Misumenini,Misumenini,,1472438,Thomisidae,,
318145972,8cbf84c5-8688-425b-ab8c-5307f37630e8,2025/10/01 09:12,2025-10-01,2025-10-01 01:12:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145972,https://inaturalist-open-data.s3.amazonaws.com/photos/574961329/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Anarrhotus,Anarrhotus,,420246,Salticidae,Anarrhotus,
318145974,82f5c786-27f2-4e00-b905-8127f3f2cbcc,2025/10/01 09:13,2025-10-01,2025-10-01 01:13:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145974,https://inaturalist-open-data.s3.amazonaws.com/photos/574961334/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
318145976,3efd203e-5b66-4ae9-9bad-6be0b6d62a96,2025/10/01 09:39,2025-10-01,2025-10-01 01:39:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145976,https://inaturalist-open-data.s3.amazonaws.com/photos/574961353/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Leucauge,Leucauge,銀腹蛛屬,53466,Tetragnathidae,Leucauge,
318145979,a6bf44bd-a2ff-43cd-bd92-d68b825d60d3,2025/10/01 09:40,2025-10-01,2025-10-01 01:40:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145979,https://inaturalist-open-data.s3.amazonaws.com/photos/574961371/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Uloboridae,Uloboridae,渦蛛科,121468,Uloboridae,,
318145982,68a9c59d-28de-4f00-8f52-fe8831f60147,2025/10/01 09:45,2025-10-01,2025-10-01 01:45:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145982,https://inaturalist-open-data.s3.amazonaws.com/photos/574961396/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,open,false,,,,Hualien,Taiwan,Hasarius adansoni,Hasarius adansoni,安德遜蠅虎,347886,Salticidae,Hasarius,Hasarius adansoni
318145984,14807f13-6d93-4f37-886a-a6cbd71244f4,2025/10/01 09:47,2025-10-01,2025-10-01 01:47:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145984,https://inaturalist-open-data.s3.amazonaws.com/photos/574961405/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,open,false,,,,Hualien,Taiwan,Hasarius adansoni,Hasarius adansoni,安德遜蠅虎,347886,Salticidae,Hasarius,Hasarius adansoni
318145986,b5a2586a-672f-4a99-8ae9-47546a259144,2025/10/01 10:05,2025-10-01,2025-10-01 02:05:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145986,https://inaturalist-open-data.s3.amazonaws.com/photos/574961437/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Gedea,Gedea,,420371,Salticidae,Gedea,
318145987,e0dd1c6d-5a3c-4e5f-b54b-14640feee850,2025/10/01 10:13,2025-10-01,2025-10-01 02:13:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145987,https://inaturalist-open-data.s3.amazonaws.com/photos/574961449/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Gedea,Gedea,,420371,Salticidae,Gedea,
318145992,12266ddd-7b0c-49b2-b68d-3dc717ede0f2,2025/10/01 10:28,2025-10-01,2025-10-01 02:28:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145992,https://inaturalist-open-data.s3.amazonaws.com/photos/574961501/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Gedea,Gedea,,420371,Salticidae,Gedea,
318145994,ae3d30aa-fba7-4fc1-9b01-196e50e7e4d2,2025/10/01 10:30,2025-10-01,2025-10-01 02:30:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318145994,https://inaturalist-open-data.s3.amazonaws.com/photos/574961504/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉,24.1621185361,121.6149656174,95,,,,95,,,false,,,,Hualien,Taiwan,Hersiliidae,Hersiliidae,長紡蛛科 (長疣蛛科),47784,Hersiliidae,,
318326011,9d45d2df-e13a-4ba1-abae-e990505369f1,2025/10/01 15:24,2025-10-01,2025-10-01 07:24:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326011,https://inaturalist-open-data.s3.amazonaws.com/photos/575305339/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Menemerus bivittatus,Menemerus bivittatus,雙帶扁蠅虎,68062,Salticidae,Menemerus,Menemerus bivittatus
318326012,143ad91f-3b4c-430d-bb9a-cf8882847eb0,2025/10/01 15:28,2025-10-01,2025-10-01 07:28:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326012,https://inaturalist-open-data.s3.amazonaws.com/photos/575305384/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
318326018,2fc7a18a-48c4-481c-8b5d-f205031a2db5,2025/10/01 15:39,2025-10-01,2025-10-01 07:39:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326018,https://inaturalist-open-data.s3.amazonaws.com/photos/575305478/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Rhene atrata,Rhene atrata,暗寛胸蠅虎,360465,Salticidae,Rhene,Rhene atrata
318326019,2eabf28c-cb37-4383-ba2b-a22e6b11d11e,2025/10/01 15:39,2025-10-01,2025-10-01 07:39:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326019,https://inaturalist-open-data.s3.amazonaws.com/photos/575305493/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Epeus glorius,Epeus glorius,榮艾普蛛,544576,Salticidae,Epeus,Epeus glorius
318326020,b95d815b-78e6-42e5-84f6-6bd7b71e0d47,2025/10/01 15:40,2025-10-01,2025-10-01 07:40:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326020,https://inaturalist-open-data.s3.amazonaws.com/photos/575305513/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Phintelloides versicolor,Phintelloides versicolor,眼鏡擬黑條蠅虎,967406,Salticidae,Phintelloides,Phintelloides versicolor
318326021,7ed3b528-f5a7-4019-b13a-5df794fdae14,2025/10/01 15:40,2025-10-01,2025-10-01 07:40:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326021,https://inaturalist-open-data.s3.amazonaws.com/photos/575305518/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
318326022,bfe696ee-ba05-4dfa-bbd8-20d8da12ea92,2025/10/01 15:41,2025-10-01,2025-10-01 07:41:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326022,https://inaturalist-open-data.s3.amazonaws.com/photos/575305567/medium.jpg,"",,1,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,弓蟹蛛屬,Alcimochthes,弓蟹蛛屬,420778,Thomisidae,Alcimochthes,
318326029,6132de47-11fb-4271-8697-90541c6d784c,2025/10/01 15:51,2025-10-01,2025-10-01 07:51:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326029,https://inaturalist-open-data.s3.amazonaws.com/photos/575305708/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
318326030,f8ff5bfa-63d3-44ca-b6d9-f3d566bcf31e,2025/10/01 15:51,2025-10-01,2025-10-01 07:51:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326030,https://inaturalist-open-data.s3.amazonaws.com/photos/575305719/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Thiania suboppressa,Thiania suboppressa,細齒方胸蛛,707913,Salticidae,Thiania,Thiania suboppressa
318326031,2f4aff5b-acdb-4a9d-884a-8e3dd0dec3ef,2025/10/01 15:52,2025-10-01,2025-10-01 07:52:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326031,https://inaturalist-open-data.s3.amazonaws.com/photos/575305691/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Telamonia vlijmi,Telamonia vlijmi,弗氏紐蛛,360576,Salticidae,Telamonia,Telamonia vlijmi
318326032,6abf3d35-1e66-438a-bda9-bbca768cddb3,2025/10/01 15:52,2025-10-01,2025-10-01 07:52:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326032,https://inaturalist-open-data.s3.amazonaws.com/photos/575305740/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Rhene,Rhene,寬胸蠅虎屬,210610,Salticidae,Rhene,
318326034,e3c51a65-64f7-4209-ba03-3d47e5aebc0b,2025/10/01 15:54,2025-10-01,2025-10-01 07:54:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318326034,https://inaturalist-open-data.s3.amazonaws.com/photos/575305854/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,80,,,,80,,,false,,,,Hualien,Taiwan,Burmattus albopunctatus,Burmattus albopunctatus,波氏緬蛛,814359,Salticidae,Burmattus,Burmattus albopunctatus
318329286,2af73e03-1fff-4acd-9287-d365787467aa,2025/10/02 09:05,2025-10-02,2025-10-02 01:05:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318329286,https://inaturalist-open-data.s3.amazonaws.com/photos/575307518/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,69,,,,69,,open,false,,,,Hualien,Taiwan,Hasarius adansoni,Hasarius adansoni,安德遜蠅虎,347886,Salticidae,Hasarius,Hasarius adansoni
318329287,722dad38-eac9-4b33-8345-ca840db43608,2025/10/02 09:06,2025-10-02,2025-10-02 01:06:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318329287,https://inaturalist-open-data.s3.amazonaws.com/photos/575307618/medium.jpg,"",,1,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,69,,,,69,,,false,,,,Hualien,Taiwan,蠅虎科,Salticidae,蠅虎科,48139,Salticidae,,
318329289,fbaf0ab5-3e4a-4007-b0af-a916f3d7a36c,2025/10/02 09:06,2025-10-02,2025-10-02 01:06:00 UTC,Taipei,8362598,greenechen,GreeneChen,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/318329289,https://inaturalist-open-data.s3.amazonaws.com/photos/575307699/medium.jpg,"",,0,0,false,,972台灣花蓮縣秀林鄉富世291號,24.1583106,121.6212098,69,,,,69,,,false,,,,Hualien,Taiwan,Ptocasius strupifer,Ptocasius strupifer,毛垛兜跳蛛,450532,Salticidae,Ptocasius,Ptocasius strupifer
